investor_id,n_sip,avg_gap_days,max_gap_days,total_sip_amt,avg_sip_amt,continuity_status
INV002450,2,158.0,158,16323,8161.5,at-risk
INV002451,2,303.0,303,90042,45021.0,at-risk
INV002452,3,47.0,67,50662,16887.33,regular
INV002453,3,148.0,149,19645,6548.33,at-risk
INV002457,2,240.0,240,68550,34275.0,at-risk
INV002458,2,122.0,122,13095,6547.5,at-risk
INV002459,2,122.0,122,3875,1937.5,at-risk
INV002461,2,637.0,637,4062,2031.0,at-risk
INV002463,2,460.0,460,17579,8789.5,at-risk
INV002464,3,108.5,185,16272,5424.0,at-risk
INV002465,2,91.0,91,15763,7881.5,at-risk
INV002466,2,4.0,4,60263,30131.5,regular
INV002467,5,81.8,127,138335,27667.0,regular
INV002471,4,49.3,115,8179,2044.75,regular
INV002476,3,90.0,177,43494,14498.0,regular
INV002485,4,220.0,480,56462,14115.5,at-risk
INV002486,4,71.7,121,78272,19568.0,regular
INV002495,3,107.0,118,40222,13407.33,at-risk
INV002496,3,105.0,119,6158,2052.67,at-risk
INV002500,2,363.0,363,6747,3373.5,at-risk
INV002502,2,304.0,304,10678,5339.0,at-risk
INV002504,2,332.0,332,12115,6057.5,at-risk
INV002507,2,364.0,364,16604,8302.0,at-risk
INV002508,3,316.5,516,38666,12888.67,at-risk
INV002509,3,57.5,95,6424,2141.33,regular
INV002510,4,118.3,273,19060,4765.0,at-risk
INV002513,2,390.0,390,30886,15443.0,at-risk
INV002518,2,697.0,697,2695,1347.5,at-risk
INV002521,2,329.0,329,10639,5319.5,at-risk
INV002530,4,180.7,421,27913,6978.25,at-risk
INV002531,6,91.8,301,28573,4762.17,at-risk
INV002533,2,89.0,89,1227,613.5,regular
INV002535,2,61.0,61,10896,5448.0,regular
INV002540,3,242.5,455,6757,2252.33,at-risk
INV002542,3,167.0,175,13434,4478.0,at-risk
INV002543,4,111.7,189,17495,4373.75,at-risk
INV002547,3,302.0,579,12470,4156.67,at-risk
INV002548,3,228.5,324,63742,21247.33,at-risk
INV002549,2,213.0,213,8763,4381.5,at-risk
INV002551,2,325.0,325,55287,27643.5,at-risk
INV002552,3,88.5,89,17402,5800.67,regular
INV002553,2,239.0,239,64708,32354.0,at-risk
INV002554,2,52.0,52,26355,13177.5,regular
INV002555,2,358.0,358,58017,29008.5,at-risk
INV002558,2,273.0,273,18533,9266.5,at-risk
INV002560,4,93.3,127,15677,3919.25,at-risk
INV002566,2,93.0,93,8440,4220.0,at-risk
INV002568,2,518.0,518,63358,31679.0,at-risk
INV002570,2,267.0,267,3813,1906.5,at-risk
INV002572,3,208.5,303,13163,4387.67,at-risk
INV002575,4,211.7,418,74460,18615.0,at-risk
INV002577,2,34.0,34,49707,24853.5,regular
INV002579,2,121.0,121,69511,34755.5,at-risk
INV002582,2,485.0,485,9115,4557.5,at-risk
INV002585,3,16.5,32,35398,11799.33,regular
INV002586,2,59.0,59,12486,6243.0,regular
INV002590,6,97.0,152,33353,5558.83,at-risk
INV002591,5,142.5,323,24018,4803.6,at-risk
INV002593,3,164.5,329,26357,8785.67,at-risk
INV002594,2,59.0,59,28089,14044.5,regular
INV002596,2,91.0,91,2227,1113.5,at-risk
INV002598,4,181.7,267,30868,7717.0,at-risk
INV002602,5,104.8,325,37415,7483.0,at-risk
INV002604,4,141.7,268,21540,5385.0,at-risk
INV002606,4,183.0,425,18342,4585.5,at-risk
INV002610,2,19.0,19,9860,4930.0,regular
INV002613,2,300.0,300,10669,5334.5,at-risk
INV002621,2,335.0,335,2770,1385.0,at-risk
INV002622,2,365.0,365,18443,9221.5,at-risk
INV002625,2,298.0,298,1760,880.0,at-risk
INV002626,3,316.5,515,27860,9286.67,at-risk
INV002627,2,210.0,210,8177,4088.5,at-risk
INV002630,2,204.0,204,17250,8625.0,at-risk
INV002631,2,544.0,544,44730,22365.0,at-risk
INV002632,3,74.0,116,29609,9869.67,regular
INV002633,3,93.0,120,33742,11247.33,at-risk
INV002634,2,170.0,170,47351,23675.5,at-risk
INV002636,2,149.0,149,1410,705.0,at-risk
INV002639,4,179.3,359,32948,8237.0,at-risk
INV002640,2,5.0,5,17691,8845.5,regular
INV002641,2,145.0,145,4135,2067.5,at-risk
INV002642,4,222.3,306,43649,10912.25,at-risk
INV002643,3,259.0,393,13636,4545.33,at-risk
INV002645,2,95.0,95,14758,7379.0,at-risk
INV002647,2,5.0,5,22527,11263.5,regular
INV002648,3,226.5,271,4023,1341.0,at-risk
INV002652,2,483.0,483,17685,8842.5,at-risk
INV002654,3,15.0,20,34403,11467.67,regular
INV002659,2,422.0,422,53331,26665.5,at-risk
INV002660,3,42.5,63,11975,3991.67,regular
INV002666,3,94.0,186,25618,8539.33,at-risk
INV002668,2,602.0,602,6519,3259.5,at-risk
INV002671,2,112.0,112,50206,25103.0,at-risk
INV002674,2,548.0,548,53424,26712.0,at-risk
INV002675,4,180.3,331,71529,17882.25,at-risk
INV002679,4,173.3,388,67230,16807.5,at-risk
INV002681,2,476.0,476,57050,28525.0,at-risk
INV002684,4,131.0,180,26001,6500.25,at-risk
INV002687,4,212.7,391,98131,24532.75,at-risk
INV002688,3,151.5,242,82841,27613.67,at-risk
INV002689,4,80.7,149,16632,4158.0,regular
INV002693,5,134.5,269,112423,22484.6,at-risk
INV002696,2,4.0,4,26806,13403.0,regular
INV002697,2,204.0,204,3530,1765.0,at-risk
INV002700,4,109.3,155,32390,8097.5,at-risk
INV002702,2,25.0,25,2330,1165.0,regular
INV002704,4,172.0,311,37521,9380.25,at-risk
INV002705,4,90.0,181,15434,3858.5,regular
INV002708,3,46.0,91,16069,5356.33,regular
INV002709,2,238.0,238,38177,19088.5,at-risk
INV002711,2,58.0,58,31234,15617.0,regular
INV002712,5,173.5,395,36989,7397.8,at-risk
INV002716,2,185.0,185,6923,3461.5,at-risk
INV002717,2,273.0,273,15706,7853.0,at-risk
INV002718,3,75.0,148,11916,3972.0,regular
INV002722,3,257.5,455,7952,2650.67,at-risk
INV002725,2,35.0,35,18372,9186.0,regular
INV002726,5,90.0,214,28053,5610.6,regular
INV002732,5,152.2,272,35521,7104.2,at-risk
INV002733,6,120.2,184,52327,8721.17,at-risk
INV002735,2,423.0,423,55570,27785.0,at-risk
INV002736,2,242.0,242,41123,20561.5,at-risk
INV002743,3,134.0,185,20639,6879.67,at-risk
INV002744,2,334.0,334,18001,9000.5,at-risk
INV002746,4,122.7,246,30373,7593.25,at-risk
INV002747,2,0.0,0,21323,10661.5,regular
INV002748,2,216.0,216,2870,1435.0,at-risk
INV002750,2,325.0,325,4876,2438.0,at-risk
INV002751,3,93.5,184,9132,3044.0,at-risk
INV002752,2,30.0,30,6603,3301.5,regular
INV002754,4,57.7,116,80547,20136.75,regular
INV002761,4,223.0,427,36332,9083.0,at-risk
INV002762,2,517.0,517,35224,17612.0,at-risk
INV002765,3,136.5,244,4496,1498.67,at-risk
INV002766,2,603.0,603,56418,28209.0,at-risk
INV002767,2,244.0,244,13303,6651.5,at-risk
INV002769,3,178.5,329,38962,12987.33,at-risk
INV002772,4,49.0,93,12623,3155.75,regular
INV002774,4,221.0,398,87502,21875.5,at-risk
INV002775,2,154.0,154,2574,1287.0,at-risk
INV002776,2,9.0,9,3377,1688.5,regular
INV002779,3,227.5,247,94590,31530.0,at-risk
INV002780,4,211.3,364,20508,5127.0,at-risk
INV002783,3,48.0,59,27298,9099.33,regular
INV002784,3,60.5,119,48965,16321.67,regular
INV002786,3,178.5,206,55821,18607.0,at-risk
INV002787,4,192.7,427,32628,8157.0,at-risk
INV002788,2,98.0,98,6907,3453.5,at-risk
INV002791,2,244.0,244,15064,7532.0,at-risk
INV002794,2,300.0,300,6374,3187.0,at-risk
INV002798,3,196.5,269,77358,25786.0,at-risk
INV002800,2,150.0,150,15963,7981.5,at-risk
INV002802,2,62.0,62,8525,4262.5,regular
INV002804,4,162.0,269,26136,6534.0,at-risk
INV002806,2,365.0,365,30192,15096.0,at-risk
INV002809,2,93.0,93,6011,3005.5,at-risk
INV002810,4,168.7,298,86518,21629.5,at-risk
INV002818,2,394.0,394,4799,2399.5,at-risk
INV002822,3,286.5,328,15387,5129.0,at-risk
INV002824,4,110.0,209,62677,15669.25,at-risk
INV002825,2,185.0,185,5246,2623.0,at-risk
INV002828,2,85.0,85,7499,3749.5,regular
INV002829,2,212.0,212,5294,2647.0,at-risk
INV002830,3,255.0,304,31868,10622.67,at-risk
INV002831,3,59.5,91,21237,7079.0,regular
INV002832,2,389.0,389,11763,5881.5,at-risk
INV002834,2,640.0,640,26789,13394.5,at-risk
INV002835,4,122.0,191,34565,8641.25,at-risk
INV002840,3,271.5,512,34634,11544.67,at-risk
INV002841,3,225.5,387,10038,3346.0,at-risk
INV002843,3,255.0,481,27534,9178.0,at-risk
INV002847,5,91.2,152,28543,5708.6,at-risk
INV002850,3,87.0,88,23967,7989.0,regular
INV002852,2,5.0,5,60750,30375.0,regular
INV002854,2,21.0,21,4608,2304.0,regular
INV002856,3,76.0,99,79709,26569.67,regular
INV002859,2,152.0,152,25281,12640.5,at-risk
INV002860,3,257.5,305,61602,20534.0,at-risk
INV002862,4,151.7,240,6833,1708.25,at-risk
INV002863,3,61.0,121,58541,19513.67,regular
INV002864,3,148.0,269,7802,2600.67,at-risk
INV002867,2,480.0,480,13060,6530.0,at-risk
INV002868,3,95.5,181,73352,24450.67,at-risk
INV002872,2,325.0,325,13464,6732.0,at-risk
INV002874,2,237.0,237,11290,5645.0,at-risk
INV002877,2,148.0,148,16053,8026.5,at-risk
INV002879,3,223.5,330,42181,14060.33,at-risk
INV002881,3,125.0,129,62485,20828.33,at-risk
INV002882,2,573.0,573,7558,3779.0,at-risk
INV002883,4,191.3,395,61365,15341.25,at-risk
INV002890,4,223.7,313,53937,13484.25,at-risk
INV002891,4,102.3,125,76823,19205.75,at-risk
INV002893,5,167.5,213,24676,4935.2,at-risk
INV002895,2,215.0,215,30339,15169.5,at-risk
INV002898,2,152.0,152,5166,2583.0,at-risk
INV002899,3,149.0,154,4862,1620.67,at-risk
INV002900,2,174.0,174,13475,6737.5,at-risk
INV002901,2,190.0,190,3101,1550.5,at-risk
INV002903,2,249.0,249,8162,4081.0,at-risk
INV002904,3,225.5,234,4900,1633.33,at-risk
INV002905,3,195.5,365,36750,12250.0,at-risk
INV002906,2,96.0,96,7845,3922.5,at-risk
INV002908,2,219.0,219,3468,1734.0,at-risk
INV002909,2,96.0,96,36341,18170.5,at-risk
INV002912,2,396.0,396,12194,6097.0,at-risk
INV002913,3,287.0,398,23194,7731.33,at-risk
INV002914,2,122.0,122,63321,31660.5,at-risk
INV002915,4,202.3,273,82438,20609.5,at-risk
INV002917,3,213.5,274,6955,2318.33,at-risk
INV002921,2,27.0,27,46973,23486.5,regular
INV002924,2,271.0,271,50519,25259.5,at-risk
INV002927,4,231.0,634,59259,14814.75,at-risk
INV002930,2,22.0,22,31383,15691.5,regular
INV002931,5,135.2,270,56457,11291.4,at-risk
INV002933,3,61.0,92,50380,16793.33,regular
INV002934,2,28.0,28,1044,522.0,regular
INV002935,4,159.0,269,24353,6088.25,at-risk
INV002940,2,30.0,30,4122,2061.0,regular
INV002941,4,90.3,113,40145,10036.25,at-risk
INV002942,3,134.0,209,59765,19921.67,at-risk
INV002944,2,55.0,55,27700,13850.0,regular
INV002945,2,211.0,211,54087,27043.5,at-risk
INV002947,2,220.0,220,11533,5766.5,at-risk
INV002949,3,288.5,543,63727,21242.33,at-risk
INV002950,2,205.0,205,9489,4744.5,at-risk
INV002951,6,114.2,385,40564,6760.67,at-risk
INV002953,2,330.0,330,7452,3726.0,at-risk
INV002954,2,213.0,213,13356,6678.0,at-risk
INV002957,2,208.0,208,45879,22939.5,at-risk
INV002961,3,290.5,397,21611,7203.67,at-risk
INV002964,3,182.0,271,15899,5299.67,at-risk
INV002968,4,171.7,242,66632,16658.0,at-risk
INV002969,2,124.0,124,11720,5860.0,at-risk
INV002973,2,61.0,61,18311,9155.5,regular
INV002974,3,256.5,419,28430,9476.67,at-risk
INV002980,2,234.0,234,3594,1797.0,at-risk
INV002982,3,164.0,297,15620,5206.67,at-risk
INV002989,4,212.7,359,74659,18664.75,at-risk
INV002993,2,242.0,242,14538,7269.0,at-risk
INV002996,2,32.0,32,30041,15020.5,regular
INV003000,2,184.0,184,16479,8239.5,at-risk
INV003003,4,162.7,298,32674,8168.5,at-risk
INV003005,4,121.0,301,12375,3093.75,at-risk
INV003007,5,173.2,548,15494,3098.8,at-risk
INV003009,2,296.0,296,1631,815.5,at-risk
INV003011,2,365.0,365,15173,7586.5,at-risk
INV003012,3,301.5,357,56954,18984.67,at-risk
INV003014,4,50.0,61,145290,36322.5,regular
INV003015,2,34.0,34,43665,21832.5,regular
INV003017,3,154.0,305,6265,2088.33,at-risk
INV003018,2,268.0,268,8711,4355.5,at-risk
INV003022,2,451.0,451,3104,1552.0,at-risk
INV003023,2,117.0,117,1018,509.0,at-risk
INV003024,4,129.3,175,46312,11578.0,at-risk
INV003028,5,99.2,211,73585,14717.0,at-risk
INV003033,3,258.5,488,68617,22872.33,at-risk
INV003034,4,191.3,394,6866,1716.5,at-risk
INV003036,2,693.0,693,7478,3739.0,at-risk
INV003037,5,129.2,303,39110,7822.0,at-risk
INV003040,3,243.5,415,7240,2413.33,at-risk
INV003041,2,239.0,239,5522,2761.0,at-risk
INV003044,2,176.0,176,5113,2556.5,at-risk
INV003045,3,42.5,56,28923,9641.0,regular
INV003047,2,394.0,394,19685,9842.5,at-risk
INV003052,2,219.0,219,19984,9992.0,at-risk
INV003053,2,68.0,68,25335,12667.5,regular
INV003054,2,182.0,182,7992,3996.0,at-risk
INV003055,3,166.5,218,15630,5210.0,at-risk
INV003057,4,201.3,542,27062,6765.5,at-risk
INV003060,2,141.0,141,14444,7222.0,at-risk
INV003061,3,254.5,478,2972,990.67,at-risk
INV003063,3,63.0,120,9252,3084.0,regular
INV003067,2,236.0,236,28292,14146.0,at-risk
INV003069,2,149.0,149,8867,4433.5,at-risk
INV003070,3,41.5,63,55969,18656.33,regular
INV003073,2,238.0,238,30257,15128.5,at-risk
INV003074,3,150.0,296,56710,18903.33,at-risk
INV003075,5,135.0,333,62114,12422.8,at-risk
INV003077,2,101.0,101,30225,15112.5,at-risk
INV003078,4,59.0,113,51570,12892.5,regular
INV003079,3,120.5,220,14370,4790.0,at-risk
INV003081,2,87.0,87,64587,32293.5,regular
INV003082,4,119.0,265,12950,3237.5,at-risk
INV003084,2,143.0,143,54098,27049.0,at-risk
INV003089,2,6.0,6,12236,6118.0,regular
INV003090,3,255.0,334,13524,4508.0,at-risk
INV003091,4,210.0,328,9145,2286.25,at-risk
INV003095,3,290.5,544,27239,9079.67,at-risk
INV003097,5,77.0,162,82424,16484.8,regular
INV003098,2,276.0,276,38079,19039.5,at-risk
INV003099,2,182.0,182,3580,1790.0,at-risk
INV003101,2,38.0,38,7966,3983.0,regular
INV003102,3,166.5,263,73145,24381.67,at-risk
INV003103,4,149.3,335,17720,4430.0,at-risk
INV003105,2,632.0,632,6323,3161.5,at-risk
INV003110,2,2.0,2,1964,982.0,regular
INV003112,2,28.0,28,4611,2305.5,regular
INV003113,2,182.0,182,17745,8872.5,at-risk
INV003115,3,32.5,38,84652,28217.33,regular
INV003116,2,246.0,246,2143,1071.5,at-risk
INV003117,3,133.5,183,14581,4860.33,at-risk
INV003120,2,209.0,209,8829,4414.5,at-risk
INV003121,2,118.0,118,13494,6747.0,at-risk
INV003124,3,62.5,122,15440,5146.67,regular
INV003125,2,271.0,271,8783,4391.5,at-risk
INV003132,2,427.0,427,4750,2375.0,at-risk
INV003134,3,64.5,121,26253,8751.0,regular
INV003139,2,307.0,307,8651,4325.5,at-risk
INV003140,3,254.5,297,19776,6592.0,at-risk
INV003146,5,175.5,284,44812,8962.4,at-risk
INV003151,3,154.5,302,35199,11733.0,at-risk
INV003160,2,337.0,337,10876,5438.0,at-risk
INV003161,3,110.0,181,33207,11069.0,at-risk
INV003165,2,361.0,361,10277,5138.5,at-risk
INV003167,3,148.0,276,52763,17587.67,at-risk
INV003168,2,242.0,242,12235,6117.5,at-risk
INV003169,3,210.0,267,23753,7917.67,at-risk
INV003171,2,123.0,123,13639,6819.5,at-risk
INV003173,3,76.0,93,38692,12897.33,regular
INV003176,3,179.5,301,80250,26750.0,at-risk
INV003178,2,177.0,177,20205,10102.5,at-risk
INV003179,4,191.0,234,31486,7871.5,at-risk
INV003181,2,53.0,53,26994,13497.0,regular
INV003187,6,140.6,301,35694,5949.0,at-risk
INV003188,3,30.5,33,21475,7158.33,regular
INV003189,3,108.0,208,7495,2498.33,at-risk
INV003190,2,295.0,295,11301,5650.5,at-risk
INV003191,2,302.0,302,12709,6354.5,at-risk
INV003192,2,514.0,514,14832,7416.0,at-risk
INV003193,3,140.0,215,54083,18027.67,at-risk
INV003196,2,88.0,88,10990,5495.0,regular
INV003197,2,244.0,244,7918,3959.0,at-risk
INV003198,2,50.0,50,53649,26824.5,regular
INV003201,2,449.0,449,11001,5500.5,at-risk
INV003202,3,243.5,486,61649,20549.67,at-risk
INV003203,2,153.0,153,14630,7315.0,at-risk
INV003205,4,150.0,303,37477,9369.25,at-risk
INV003206,4,119.3,177,45268,11317.0,at-risk
INV003208,3,169.5,333,8694,2898.0,at-risk
INV003209,2,356.0,356,23504,11752.0,at-risk
INV003210,4,140.7,212,4428,1107.0,at-risk
INV003211,2,545.0,545,59561,29780.5,at-risk
INV003214,2,696.0,696,5064,2532.0,at-risk
INV003215,2,249.0,249,15723,7861.5,at-risk
INV003218,3,137.5,182,48836,16278.67,at-risk
INV003219,5,69.2,96,110473,22094.6,regular
INV003220,3,78.5,126,31319,10439.67,regular
INV003222,3,240.0,308,10876,3625.33,at-risk
INV003225,2,366.0,366,6444,3222.0,at-risk
INV003226,2,179.0,179,108124,54062.0,at-risk
INV003228,3,320.0,609,74023,24674.33,at-risk
INV003230,4,149.0,325,45792,11448.0,at-risk
INV003232,2,122.0,122,30300,15150.0,at-risk
INV003234,2,387.0,387,7303,3651.5,at-risk
INV003236,5,96.2,149,44750,8950.0,at-risk
INV003237,2,265.0,265,23005,11502.5,at-risk
INV003238,2,33.0,33,57409,28704.5,regular
INV003239,2,185.0,185,20552,10276.0,at-risk
INV003240,2,255.0,255,8975,4487.5,at-risk
INV003242,4,132.0,212,25765,6441.25,at-risk
INV003243,2,509.0,509,4315,2157.5,at-risk
INV003244,2,450.0,450,16074,8037.0,at-risk
INV003250,2,546.0,546,12112,6056.0,at-risk
INV003252,4,152.0,294,77179,19294.75,at-risk
INV003253,4,130.3,243,9749,2437.25,at-risk
INV003257,3,314.0,324,85302,28434.0,at-risk
INV003260,3,258.5,512,14472,4824.0,at-risk
INV003263,3,214.0,400,75856,25285.33,at-risk
INV003267,3,31.5,32,13698,4566.0,regular
INV003269,2,180.0,180,6100,3050.0,at-risk
INV003271,4,172.0,395,9215,2303.75,at-risk
INV003272,3,240.5,363,98988,32996.0,at-risk
INV003273,4,211.7,266,85220,21305.0,at-risk
INV003277,3,166.5,241,32520,10840.0,at-risk
INV003279,4,61.3,147,92290,23072.5,regular
INV003280,2,391.0,391,49477,24738.5,at-risk
INV003288,2,360.0,360,4923,2461.5,at-risk
INV003289,4,140.0,301,50834,12708.5,at-risk
INV003294,2,298.0,298,15822,7911.0,at-risk
INV003295,2,28.0,28,3552,1776.0,regular
INV003297,2,120.0,120,9974,4987.0,at-risk
INV003301,4,131.0,216,77836,19459.0,at-risk
INV003302,3,121.0,215,23627,7875.67,at-risk
INV003304,3,256.0,362,100521,33507.0,at-risk
INV003305,2,388.0,388,31280,15640.0,at-risk
INV003309,2,395.0,395,16797,8398.5,at-risk
INV003310,3,164.5,175,3578,1192.67,at-risk
INV003311,3,78.5,90,29159,9719.67,regular
INV003312,2,247.0,247,11876,5938.0,at-risk
INV003313,3,62.0,94,11471,3823.67,regular
INV003314,4,181.7,331,85584,21396.0,at-risk
INV003317,5,113.2,390,69482,13896.4,at-risk
INV003319,2,10.0,10,16192,8096.0,regular
INV003320,4,61.3,146,54536,13634.0,regular
INV003321,4,78.3,121,26270,6567.5,regular
INV003322,2,73.0,73,6092,3046.0,regular
INV003325,5,104.5,269,19115,3823.0,at-risk
INV003326,2,11.0,11,28499,14249.5,regular
INV003328,2,84.0,84,17703,8851.5,regular
INV003329,3,226.0,275,74151,24717.0,at-risk
INV003332,2,236.0,236,3178,1589.0,at-risk
INV003336,3,194.0,306,57861,19287.0,at-risk
INV003340,2,60.0,60,49062,24531.0,regular
INV003341,3,138.5,216,15978,5326.0,at-risk
INV003342,2,178.0,178,66724,33362.0,at-risk
INV003344,2,112.0,112,7928,3964.0,at-risk
INV003347,3,120.5,215,10440,3480.0,at-risk
INV003352,4,133.0,210,54172,13543.0,at-risk
INV003357,2,29.0,29,12347,6173.5,regular
INV003360,4,110.7,182,46674,11668.5,at-risk
INV003366,3,181.0,269,37420,12473.33,at-risk
INV003370,2,264.0,264,21498,10749.0,at-risk
INV003372,3,140.0,191,13112,4370.67,at-risk
INV003374,4,101.0,147,24590,6147.5,at-risk
INV003375,4,181.0,361,78539,19634.75,at-risk
INV003376,4,88.7,236,60016,15004.0,regular
INV003377,2,85.0,85,5927,2963.5,regular
INV003379,2,581.0,581,28052,14026.0,at-risk
INV003380,3,155.0,184,17873,5957.67,at-risk
INV003383,2,242.0,242,10956,5478.0,at-risk
INV003388,4,171.3,304,30014,7503.5,at-risk
INV003391,3,134.5,209,64127,21375.67,at-risk
INV003393,3,335.0,511,53629,17876.33,at-risk
INV003394,2,49.0,49,15884,7942.0,regular
INV003395,2,335.0,335,27436,13718.0,at-risk
INV003398,3,239.5,449,30053,10017.67,at-risk
INV003401,2,92.0,92,16437,8218.5,at-risk
INV003402,2,92.0,92,22297,11148.5,at-risk
INV003403,3,141.5,282,35303,11767.67,at-risk
INV003404,5,84.0,244,62671,12534.2,regular
INV003405,4,191.3,419,33419,8354.75,at-risk
INV003406,4,182.7,331,64255,16063.75,at-risk
INV003407,5,150.5,486,24849,4969.8,at-risk
INV003409,2,157.0,157,7060,3530.0,at-risk
INV003410,3,194.5,334,19810,6603.33,at-risk
INV003411,4,132.7,241,65216,16304.0,at-risk
INV003414,2,610.0,610,24878,12439.0,at-risk
INV003415,3,74.0,86,24276,8092.0,regular
INV003417,2,124.0,124,5860,2930.0,at-risk
INV003419,2,301.0,301,32535,16267.5,at-risk
INV003420,3,228.5,424,5174,1724.67,at-risk
INV003421,2,245.0,245,14508,7254.0,at-risk
INV003422,3,65.0,73,72225,24075.0,regular
INV003423,3,117.0,183,11798,3932.67,at-risk
INV003424,4,62.3,87,48642,12160.5,regular
INV003425,2,5.0,5,22707,11353.5,regular
INV003427,5,61.8,92,95304,19060.8,regular
INV003430,2,327.0,327,24017,12008.5,at-risk
INV003431,2,245.0,245,48786,24393.0,at-risk
INV003435,2,3.0,3,1346,673.0,regular
INV003437,4,171.7,273,39896,9974.0,at-risk
INV003438,2,243.0,243,13332,6666.0,at-risk
INV003439,2,1.0,1,37807,18903.5,regular
INV003443,2,90.0,90,7102,3551.0,regular
INV003444,3,198.0,273,15607,5202.33,at-risk
INV003446,2,450.0,450,17137,8568.5,at-risk
INV003448,3,137.0,143,7869,2623.0,at-risk
INV003450,6,83.8,242,64325,10720.83,regular
INV003451,3,59.5,93,17298,5766.0,regular
INV003452,2,171.0,171,4654,2327.0,at-risk
INV003453,2,545.0,545,11684,5842.0,at-risk
INV003454,2,149.0,149,10795,5397.5,at-risk
INV003455,2,337.0,337,14267,7133.5,at-risk
INV003456,2,359.0,359,18801,9400.5,at-risk
INV003457,4,210.7,358,35706,8926.5,at-risk
INV003458,4,162.0,183,26152,6538.0,at-risk
INV003459,3,150.5,151,32852,10950.67,at-risk
INV003462,2,581.0,581,41439,20719.5,at-risk
INV003469,2,8.0,8,19700,9850.0,regular
INV003470,2,175.0,175,6404,3202.0,at-risk
INV003471,3,121.5,214,9161,3053.67,at-risk
INV003473,4,61.3,124,18318,4579.5,regular
INV003475,5,99.0,206,60614,12122.8,at-risk
INV003477,3,240.0,397,18713,6237.67,at-risk
INV003478,2,324.0,324,5742,2871.0,at-risk
INV003479,4,92.0,177,58623,14655.75,at-risk
INV003480,3,226.0,422,16299,5433.0,at-risk
INV003484,2,182.0,182,60560,30280.0,at-risk
INV003491,4,170.0,272,12112,3028.0,at-risk
INV003492,3,225.5,338,9953,3317.67,at-risk
INV003494,3,222.5,364,8405,2801.67,at-risk
INV003495,3,18.5,32,31766,10588.67,regular
INV003500,2,306.0,306,59802,29901.0,at-risk
INV003506,2,124.0,124,11975,5987.5,at-risk
INV003510,2,324.0,324,13092,6546.0,at-risk
INV003511,4,162.3,329,25746,6436.5,at-risk
INV003513,3,104.5,179,17759,5919.67,at-risk
INV003514,3,121.0,124,65816,21938.67,at-risk
INV003515,2,186.0,186,13816,6908.0,at-risk
INV003519,2,208.0,208,28166,14083.0,at-risk
INV003523,2,477.0,477,3511,1755.5,at-risk
INV003524,3,181.5,360,38546,12848.67,at-risk
INV003525,4,140.7,251,16546,4136.5,at-risk
INV003526,2,488.0,488,8371,4185.5,at-risk
INV003527,3,273.0,422,5094,1698.0,at-risk
INV003528,4,81.3,121,116713,29178.25,regular
INV003529,2,180.0,180,2512,1256.0,at-risk
INV003530,3,239.5,356,48844,16281.33,at-risk
INV003531,2,149.0,149,7844,3922.0,at-risk
INV003533,4,140.0,357,19326,4831.5,at-risk
INV003534,3,91.5,153,12552,4184.0,at-risk
INV003536,3,49.0,62,48102,16034.0,regular
INV003537,3,242.5,334,21797,7265.67,at-risk
INV003539,2,2.0,2,36648,18324.0,regular
INV003541,2,176.0,176,26017,13008.5,at-risk
INV003543,2,85.0,85,18902,9451.0,regular
INV003544,2,114.0,114,49398,24699.0,at-risk
INV003549,2,90.0,90,44133,22066.5,regular
INV003553,2,94.0,94,14290,7145.0,at-risk
INV003556,3,316.5,354,12519,4173.0,at-risk
INV003557,4,149.7,305,43684,10921.0,at-risk
INV003558,3,136.5,210,9921,3307.0,at-risk
INV003559,4,60.0,65,31390,7847.5,regular
INV003563,2,5.0,5,4081,2040.5,regular
INV003564,3,79.5,95,95540,31846.67,regular
INV003565,3,165.0,328,8006,2668.67,at-risk
INV003568,2,327.0,327,27013,13506.5,at-risk
INV003569,2,238.0,238,13646,6823.0,at-risk
INV003570,2,334.0,334,17561,8780.5,at-risk
INV003573,3,93.0,155,128025,42675.0,at-risk
INV003576,2,629.0,629,2621,1310.5,at-risk
INV003577,4,161.0,364,57263,14315.75,at-risk
INV003578,2,123.0,123,18806,9403.0,at-risk
INV003579,2,215.0,215,64965,32482.5,at-risk
INV003581,4,101.7,184,14615,3653.75,at-risk
INV003582,2,601.0,601,9291,4645.5,at-risk
INV003583,3,166.0,265,7009,2336.33,at-risk
INV003586,5,134.8,209,18988,3797.6,at-risk
INV003587,2,239.0,239,31769,15884.5,at-risk
INV003590,2,66.0,66,59438,29719.0,regular
INV003592,3,136.0,244,57780,19260.0,at-risk
INV003593,3,211.0,275,71498,23832.67,at-risk
INV003595,2,117.0,117,24314,12157.0,at-risk
INV003598,3,73.0,112,12407,4135.67,regular
INV003600,3,198.0,270,6976,2325.33,at-risk
INV003601,2,570.0,570,7386,3693.0,at-risk
INV003602,3,335.5,399,2842,947.33,at-risk
INV003604,2,575.0,575,65836,32918.0,at-risk
INV003607,3,60.5,120,10646,3548.67,regular
INV003611,4,223.7,607,54114,13528.5,at-risk
INV003612,3,92.5,179,7468,2489.33,at-risk
INV003613,2,570.0,570,12274,6137.0,at-risk
INV003614,3,71.5,121,51516,17172.0,regular
INV003619,5,128.5,357,23485,4697.0,at-risk
INV003620,2,662.0,662,2737,1368.5,at-risk
INV003625,2,92.0,92,5292,2646.0,at-risk
